Gene symbol	MDA-MB-231
LINC00851	0
DZANK1	16
POLR3F	104
RBBP9	125
SEC23B	448
LINC00493	571
DTD1	2028
LOC101929526	1
LINC00652	0
LOC100270804	3
C20orf78	0
SCP2D1	0
SLC24A3	1
LOC100130264	0
RIN2	382
NAA20	856
CRNKL1	228
CFAP61	0
INSM1	0
RALGAPA2	78
KIZ	66
KIZ-AS1	1
XRN2	1296
NKX2-4	0
NKX2-2	0
LOC101929625	0
LOC101929608	0
PAX1	0
LINC01432	0
LINC01427	0
LOC284788	0
LINC00261	323
FOXA2	749
LINC01384	0
SSTR4	0
THBD	204
CD93	0
LINC00656	0
NXT1	434
LINC01431	1
GZF1	66
NAPB	91
CSTL1	0
CST11	0
CST8	0
CST13P	0
CST9L	0
CST9	0
CST3	1773
CST4	386
CST1	381
CST2	140
CST5	7
GGTLC1	2
FLJ33581	0
SYNDIG1	0
CST7	29
APMAP	1110
ACSS1	216
VSX1	2
LOC284798	0
LOC101926889	0
ENTPD6	208
PYGB	676
ABHD12	367
GINS1	233
NINL	91
NANP	108
ZNF337-AS1	12
ZNF337	90
FAM182B	1
LOC101926935	26
LOC101926955	0
LOC100134868	3
FAM182A	2
NCOR1P1	1
FRG1B	194
MLLT10P1	9
DEFB115	0
DEFB116	0
DEFB118	0
DEFB119	0
DEFB121	0
DEFB122	0
DEFB123	0
DEFB124	0
REM1	1
LINC00028	0
HM13	3642
MCTS2P	92
HM13-AS1	1
ID1	1937
COX4I2	0
BCL2L1	3296
ABALON	82
TPX2	4357
MYLK2	10
FOXS1	0
DUSP15	0
TTLL9	0
PDRG1	440
XKR7	0
CCM2L	0
HCK	0
TM9SF4	559
TSPY26P	0
PLAGL2	126
POFUT1	763
KIF3B	1424
ASXL1	1006
NOL4L	131
LOC101929698	0
LOC149950	0
C20orf203	0
COMMD7	760
DNMT3B	172
MAPRE1	1182
SUN5	0
BPIFB2	0
BPIFB6	0
BPIFB3	0
BPIFB4	0
BPIFA2	0
BPIFA4P	0
BPIFA3	0
BPIFA1	0
BPIFB1	0
CDK5RAP1	406
SNTA1	368
CBFA2T2	107
NECAB3	55
C20orf144	1
ACTL10	6
E2F1	1615
PXMP4	226
ZNF341	41
ZNF341-AS1	9
CHMP4B	2850
RALY-AS1	7
RALY	1531
EIF2S2	10387
ASIP	0
AHCY	1143
ITCH	124
DYNLRB1	1306
MAP1LC3A	114
PIGU	227
TP53INP2	252
NCOA6	836
HMGB3P1	3
GGT7	14
ACSS2	120
GSS	1221
MYH7B	371
TRPC4AP	850
EDEM2	80
PROCR	396
MMP24	1261
MMP24-AS1	2214
EIF6	3851
FAM83C-AS1	2
FAM83C	2
UQCC1	855
GDF5	59
CEP250	594
C20orf173	0
ERGIC3	638
FER1L4	27
SPAG4	117
CPNE1	1329
RBM12	490
NFS1	242
ROMO1	4208
RBM39	2128
PHF20	883
SCAND1	380
CNBD2	0
LINC00657	2609
EPB41L1	393
AAR2	412
DLGAP4	599
DLGAP4-AS1	2
MYL9	560
TGIF2	556
TGIF2-C20orf24	0
C20orf24	1331
SLA2	295
NDRG3	1754
DSN1	2201
SOGA1	335
TLDC2	3
SAMHD1	20
RBL1	461
MROH8	5
RPN2	880
GHRH	0
MANBAL	443
SRC	360
BLCAP	422
NNAT	1
LINC00489	0
LOC100287792	1
CTNNBL1	792
VSTM2L	326
TTI1	205
RPRD1B	476
TGM2	1801
KIAA1755	7
LOC149684	1
BPI	0
LBP	1
SNHG17	688
SNORA71B	2
SNORA71A	0
SNORA71C	0
SNORA71D	0
SNHG11	110
SNORA71E	0
SNORA60	0
RALGAPB	380
ADIG	0
ARHGAP40	67
SLC32A1	0
ACTR5	125
PPP1R16B	0
FAM83D	600
DHX35	53
LOC339568	0
LINC01370	0
MAFB	31
TOP1	2058
PLCG1-AS1	74
PLCG1	313
ZHX3	497
LPIN3	522
EMILIN3	519
CHD6	414
PTPRT	0
LOC101927159	0
SRSF6	1759
L3MBTL1	6
SGK2	4
IFT52	218
MYBL2	1944
GTSF1L	0
TOX2	3111
JPH2	14
OSER1	294
OSER1-AS1	26
GDAP1L1	0
FITM2	14
R3HDML	0
HNF4A	0
HNF4A-AS1	0
LINC01430	0
C20orf62	0
TTPAL	303
SERINC3	624
PKIG	441
ADA	32
LINC01260	0
WISP2	29
KCNK15	0
RIMS4	0
YWHAB	13672
PABPC1L	63
TOMM34	2018
STK4-AS1	5
STK4	960
KCNS1	0
WFDC5	0
WFDC12	0
PI3	4
SEMG1	0
SEMG2	0
SLPI	4
MATN4	19
RBPJL	6
SDC4	7960
SYS1	1017
SYS1-DBNDD2	1164
TP53TG5	0
DBNDD2	0
PIGT	3670
WFDC2	2
SPINT3	0
WFDC6	0
EPPIN-WFDC6	4
EPPIN	0
WFDC8	0
WFDC9	0
WFDC10A	1
WFDC11	0
WFDC10B	10
WFDC13	2
SPINT4	0
WFDC3	105
DNTTIP1	952
UBE2C	3626
TNNC2	4
SNX21	37
ACOT8	266
ZSWIM3	86
ZSWIM1	376
SPATA25	0
NEURL2	6
CTSA	1255
PLTP	1212
PCIF1	51
ZNF335	476
MMP9	9
SLC12A5	4
NCOA5	492
CD40	551
CDH22	1
SLC35C2	456
ELMO2	234
ZNF663P	0
MKRN7P	0
ZNF334	15
OCSTAMP	0
SLC13A3	74
TP53RK	569
SLC2A10	3
EYA2	0
ZMYND8	1460
LOC100131496	11
NCOA3	700
SULF2	1
LINC01522	0
LINC01523	0
LINC00494	0
PREX1	16
ARFGEF2	179
CSE1L-AS1	0
CSE1L	2301
STAU1	1695
DDX27	2150
ZNFX1	1393
ZFAS1	1920
SNORD12C	0
SNORD12B	0
SNORD12	0
KCNB1	0
PTGIS	0
B4GALT5	1050
SLC9A8	156
SPATA2	123
RNF114	789
SNAI1	23
TRERNA1	0
UBE2V1	1534
TMEM189-UBE2V1	1442
TMEM189	347
LINC01273	3
CEBPB-AS1	8
CEBPB	895
LINC01272	1
LINC01270	29
LINC01271	1
PTPN1	4394
FAM65C	5
LOC100506175	0
PARD6B	259
BCAS4	738
ADNP	471
ADNP-AS1	23
DPM1	477
MOCS3	77
KCNG1	0
NFATC2	524
ATP9A	43
SALL4	0
LINC01429	0
ZFP64	99
LINC01524	0
TSHZ2	2
LOC101927770	7
ZNF217	258
SUMO1P1	1
BCAS1	6
CYP24A1	6
PFDN4	1100
DOK5	1
LINC01441	1
LINC01440	0
CBLN4	0
MC3R	0
FAM210B	471
AURKA	2786
CSTF1	244
CASS4	0
RTFDC1	1036
GCNT7	9
FAM209A	2
FAM209B	6
TFAP2C	534
BMP7	0
BMP7-AS1	0
SPO11	0
RAE1	1513
MTRNR2L3	82
RBM38	373
CTCFL	0
PCK1	0
ZBP1	0
PMEPA1	1200
NKILA	4
C20orf85	0
ANKRD60	0
PPP4R1L	21
RAB22A	1247
VAPB	950
APCDD1L	156
APCDD1L-AS1	13
LOC79160	1
STX16	580
STX16-NPEPL1	7
NPEPL1	117
GNAS-AS1	0
GNAS	1888
LOC101927932	2
NELFCD	989
CTSZ	2207
TUBB1	12
SLMO2-ATP5E	5900
ATP5E	4812
SLMO2	679
ZNF831	0
EDN3	0
PHACTR3	0
LOC100506384	0
SYCP2	7
FAM217B	639
PPP1R3D	54
CDH26	0
C20orf197	0
LOC729296	0
LOC101928048	0
LOC100506470	0
CDH4	397
TAF4	97
LSM14B	728
PSMA7	4987
SS18L1	133
MTG2	216
HRH3	0
OSBPL2	448
ADRM1	2798
LAMA5	867
LAMA5-AS1	0
RPS21	19305
CABLES2	206
RBBP8NL	0
GATA5	0
C20orf166-AS1	0
SLCO4A1	3265
SLCO4A1-AS1	111
NTSR1	2
LINC00659	9
MRGBP	1244
OGFR-AS1	6
OGFR	1911
COL9A3	95
TCFL5	403
DPH3P1	94
DIDO1	370
GID8	2296
SLC17A9	650
BHLHE23	0
LOC63930	0
LINC00029	0
LINC01056	0
HAR1B	0
HAR1A	12
YTHDF1	946
BIRC7	1
NKAIN4	0
FLJ16779	0
ARFGAP1	843
COL20A1	0
CHRNA4	1
LOC100130587	0
KCNQ2	0
EEF1A2	186
PPDPF	4024
PTK6	187
SRMS	0
C20orf195	0
HELZ2	297
GMEB2	538
STMN3	409
RTEL1	1
RTEL1-TNFRSF6B	1
TNFRSF6B	153
ARFRP1	615
ZGPAT	245
LIME1	320
SLC2A4RG	2521
ZBTB46	123
ZBTB46-AS1	0
ABHD16B	29
TPD52L2	5496
DNAJC5	3171
UCKL1	473
UCKL1-AS1	175
ZNF512B	312
SAMD10	358
PRPF6	3547
LINC00176	7
SOX18	4
TCEA2	265
RGS19	89
OPRL1	4
LKAAEAR1	0
NPBWR2	0
MYT1	3
PCMTD2	308
LINC00266-1	0
TEKT4P2	2
TPTE	1
BAGE2	1
BAGE3	0
BAGE5	0
BAGE4	0
BAGE	0
ANKRD30BP2	5
LOC102724188	0
POTED	0
CYP4F29P	0
ANKRD20A11P	0
LIPI	0
RBM11	0
ABCC13	0
HSPA13	209
SAMSN1	0
SAMSN1-AS1	0
LOC388813	0
NRIP1	89
USP25	57
LINC01549	0
CXADR	3
BTG3	371
C21orf91-OT1	0
C21orf91	85
CHODL-AS1	0
CHODL	0
TMPRSS15	0
LOC101927797	0
LINC00320	0
NCAM2	2
RNU6-67P	0
LINC00317	0
LINC01425	0
LOC101927843	0
LINC00308	0
D21S2088E	0
LOC101927869	0
LOC339622	0
LINC00158	0
LINC00515	1
MRPL39	225
JAM2	0
ATP5J	1295
GABPA	140
APP	2174
CYYR1	0
ADAMTS1	5
ADAMTS5	0
LINC00113	0
LINC00314	1
LOC284825	0
LOC101927973	0
LINC00161	0
N6AMT1	39
LTN1	216
RWDD2B	154
USP16	368
CCT8	2669
MAP3K7CL	31
LINC00189	0
BACH1	109
BACH1-IT2	0
GRIK1	9
GRIK1-AS2	1
GRIK1-AS1	0
CLDN17	0
LINC00307	0
CLDN8	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP23-1	0
KRTAP13-2	0
KRTAP13-1	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP15-1	0
KRTAP19-1	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP22-2	0
KRTAP6-3	0
KRTAP6-2	0
KRTAP22-1	0
KRTAP6-1	0
KRTAP20-1	0
KRTAP20-4	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP21-3	0
KRTAP21-2	0
KRTAP21-1	0
KRTAP8-1	0
KRTAP7-1	0
KRTAP11-1	0
KRTAP19-8	0
TIAM1	155
SOD1	2094
SCAF4	70
HUNK	1
LINC00159	0
MIS18A	607
MRAP	0
URB1	122
SNORA80A	0
URB1-AS1	18
EVA1C	9
TCP10L	12
C21orf59	261
SYNJ1	57
PAXBP1-AS1	22
PAXBP1	108
C21orf62-AS1	0
C21orf62	4
OLIG2	0
LINC00945	0
OLIG1	0
LOC101928107	0
LINC01548	0
IFNAR2	43
IL10RB-AS1	69
IL10RB	343
IFNAR1	365
IFNGR2	432
TMEM50B	220
DNAJC28	7
GART	473
SON	2511
DONSON	573
CRYZL1	33
ITSN1	331
ATP5O	3700
LINC00649	3
MRPS6	839
SLC5A3	354
LINC00310	0
KCNE2	1
SMIM11	257
C21orf140	0
KCNE1	3
RCAN1	620
CLIC6	62
LINC00160	0
LINC01426	5
RUNX1	304
RUNX1-IT1	40
LOC100506403	0
LOC101928269	0
LINC01436	0
SETD4	81
LOC100133286	2
CBR1	962
CBR3-AS1	75
CBR3	137
DOPEY2	56
MORC3	132
CHAF1B	116
CLDN14	1
SIM2	28
HLCS	68
RIPPLY3	8
LOC105372795	9
PIGP	27
TTC3	591
DSCR9	0
DSCR3	139
DYRK1A	213
KCNJ6	0
DSCR4	0
DSCR8	0
DSCR10	0
KCNJ15	0
LINC01423	0
ERG	0
LINC00114	0
ETS2	550
LOC101928398	0
LOC400867	0
LOC101928435	0
PSMG1	489
BRWD1	289
BRWD1-IT2	0
BRWD1-AS1	0
HMGN1	1181
WRB	92
LCA5L	0
SH3BGR	4
B3GALT5-AS1	1
B3GALT5	1
IGSF5	1
PCP4	0
DSCAM	0
DSCAM-AS1	0
DSCAM-IT1	0
LINC00323	4
BACE2	516
PLAC4	5
FAM3B	1
MX2	16
MX1	50
TMPRSS2	3
LINC00111	0
LINC00479	0
LINC00112	0
RIPK4	57
PRDM15	59
C2CD2	209
ZBTB21	44
ZNF295-AS1	0
UMODL1	0
UMODL1-AS1	0
ABCG1	69
TFF3	9
TFF2	48
TFF1	34
TMPRSS3	5
UBASH3A	0
RSPH1	1
SLC37A1	72
LOC101928233	0
PDE9A	48
WDR4	123
NDUFV3	625
ERVH48-1	0
PKNOX1	151
CBS	0
U2AF1	6983
CRYAA	0
LINC00322	0
TCONS_00029157	0
SIK1	116
LINC00319	2
LINC00313	4
HSF2BP	19
RRP1B	785
PDXK	1478
CSTB	3530
RRP1	431
AATBC	2
AGPAT3	1081
TRAPPC10	244
PWP2	316
C21orf33	686
ICOSLG	147
DNMT3L	1
AIRE	0
PFKL	749
C21orf2	190
TRPM2	6
TRPM2-AS	0
LRRC3-AS1	0
LRRC3	9
TSPEAR	1
TSPEAR-AS1	0
TSPEAR-AS2	0
KRTAP10-1	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP12-4	0
KRTAP12-3	0
KRTAP12-2	0
KRTAP12-1	0
KRTAP10-12	0
UBE2G2	2058
LINC01424	4
SUMO3	11364
PTTG1IP	3721
ITGB2	813
ITGB2-AS1	103
LINC01547	14
FAM207A	360
LINC00163	0
LINC00162	0
SSR4P1	10
ADARB1	81
POFUT2	167
LOC642852	232
LINC00316	8
COL18A1	498
COL18A1-AS2	0
COL18A1-AS1	0
SLC19A1	0
LOC100129027	0
PCBP3	0
LOC101928796	4
COL6A1	561
COL6A2	51
FTCD	1
SPATC1L	54
LSS	287
MCM3AP-AS1	133
MCM3AP	869
YBEY	96
C21orf58	178
PCNT	433
DIP2A	249
DIP2A-IT1	0
S100B	0
PRMT2	2184
DUXAP8	1
BMS1P18	0
POTEH	0
POTEH-AS1	0
OR11H1	0
CCT8L2	0
TPTEP1	0
ANKRD62P1-PARP4P3	15
XKR3	0
HSFY1P1	0
GAB4	1
CECR7	0
IL17RA	294
CECR6	4
LOC100996342	0
CECR5	680
CECR5-AS1	0
CECR1	2
CECR3	0
CECR2	7
SLC25A18	6
LOC101929372	2
ATP6V1E1	1033
BCL2L13	180
BID	443
LINC00528	0
MICAL3	126
FLJ41941	0
PEX26	346
TUBA8	11
USP18	11
GGT3P	3
DGCR6	21
PRODH	0
DGCR5	1
DGCR9	0
DGCR10	0
DGCR2	284
DGCR11	8
DGCR14	48
TSSK2	2
GSC2	0
LINC01311	10
SLC25A1	268
CLTCL1	32
HIRA	76
MRPL40	323
C22orf39	255
UFD1L	743
CDC45	310
CLDN5	0
LINC00895	0
SEPT5	12
SEPT5-GP1BB	0
GP1BB	1
TBX1	77
GNB1L	162
C22orf29	84
TXNRD2	75
COMT	847
ARVCF	22
TANGO2	32
DGCR8	314
TRMT2A	172
RANBP1	970
ZDHHC8	411
LOC388849	0
LOC284865	3
LINC00896	12
RTN4R	17
DGCR6L	86
TMEM191B	9
PI4KAP1	8
RIMBP3	3
ZNF74	26
SCARF2	13
KLHL22	350
MED15	307
POM121L4P	0
TMEM191A	10
PI4KA	101
SERPIND1	11
SNAP29	335
CRKL	287
LOC101928891	5
AIFM3	0
LZTR1	108
THAP7	224
THAP7-AS1	9
TUBA3FP	3
P2RX6	7
SLC7A4	1
P2RX6P	0
LRRC74B	2
BCRP2	22
FAM230B	1
POM121L8P	0
RIMBP3C	1
RIMBP3B	3
HIC2	140
TMEM191C	2
PI4KAP2	74
UBE2L3	1117
YDJC	429
CCDC116	0
SDF2L1	1257
PPIL2	299
YPEL1	239
MAPK1	500
PPM1F	404
TOP3B	23
VPREB1	0
BMS1P20	76
ZNF280B	0
ZNF280A	0
PRAME	0
LL22NC03-63E9.3	0
POM121L1P	0
GGTLC2	26
IGLL5	0
RSPH14	0
GNAZ	19
RAB36	55
BCR	188
FBXW4P1	37
CES5AP1	0
ZDHHC8P1	1
LOC101929374	0
LOC388882	0
IGLL1	0
DRICH1	0
GUSBP11	31
RGL4	0
ZNF70	3
VPREB3	0
C22orf15	146
CHCHD10	721
MMP11	37
SMARCB1	471
DERL3	22
SLC2A11	34
MIF-AS1	6425
MIF	6423
GSTT2	112
GSTT2B	63
DDTL	2003
DDT	1995
GSTTP1	0
LOC391322	0
GSTT1	0
GSTTP2	0
CABIN1	223
SUSD2	1
GGT5	85
POM121L9P	0
SPECC1L-ADORA2A	117
SPECC1L	4
ADORA2A	0
ADORA2A-AS1	3
UPB1	2
GUCD1	1134
SNRPD3	1899
GGT1	58
LRRC75B	32
BCRP3	28
POM121L10P	30
PIWIL3	0
TOP1P2	53
SGSM1	1
TMEM211	0
KIAA1671	113
LOC100128531	10
CRYBB3	0
CRYBB2	0
IGLL3P	0
LRP5L	37
CRYBB2P1	159
ADRBK2	34
MYO18B	0
SEZ6L	0
ASPHD2	29
HPS4	151
SRRD	72
TFIP11	296
TPST2	79
CRYBB1	0
CRYBA4	2
MIAT	0
MIATNB	0
LINC01422	0
MN1	4
PITPNB	1617
TTC28-AS1	55
TTC28	35
CHEK2	82
HSCB	148
CCDC117	264
XBP1	597
ZNRF3	80
ZNRF3-AS1	0
C22orf31	0
KREMEN1	1
EMID1	0
RHBDD3	92
EWSR1	700
GAS2L1	2142
RASL10A	0
AP1B1	1391
SNORD125	0
RFPL1S	0
RFPL1	0
NEFH	0
THOC5	148
NIPSNAP1	187
NF2	56
CABP7	151
ZMAT5	152
UQCR10	913
ASCC2	247
MTMR3	137
HORMAD2-AS1	4
HORMAD2	0
LIF	264
OSM	0
GATSL3	87
TBC1D10A	154
SF3A1	1170
CCDC157	5
KIAA1656	2
RNF215	31
SEC14L2	100
MTFP1	543
SEC14L3	0
SDC4P	0
SEC14L4	1
SEC14L6	0
GAL3ST1	0
PES1	784
TCN2	27
SLC35E4	37
DUSP18	50
OSBP2	60
MORC2-AS1	142
MORC2	293
TUG1	549
SMTN	163
SELM	134
INPP5J	8
PLA2G3	0
RNF185	62
LIMK2	264
PIK3IP1	70
PATZ1	172
PIK3IP1-AS1	0
LINC01521	26
DRG1	656
EIF4ENIF1	89
SFI1	91
PISD	235
PRR14L	255
DEPDC5	30
C22orf24	2
YWHAH	976
SLC5A1	1
AP1B1P1	0
C22orf42	0
RFPL2	0
SLC5A4	4
RFPL3	0
RFPL3S	1
LOC339666	0
RTCB	620
BPIFC	0
FBXO7	800
SYN3	0
TIMP3	2393
LARGE	1
LARGE-AS1	0
ISX	0
LINC01399	7
HMGXB4	480
TOM1	129
HMOX1	280
MCM5	514
RASD2	5
MB	55
APOL6	305
APOL5	0
RBFOX2	1249
APOL3	70
APOL4	1
APOL2	34
APOL1	84
MYH9	3488
TXN2	1097
FOXRED2	194
EIF3D	5733
CACNG2	0
IFT27	96
PVALB	0
NCF4	1
CSF2RB	0
LL22NC01-81G9.3	1
TEX33	0
TST	352
MPST	936
KCTD17	237
TMPRSS6	0
IL2RB	1
C1QTNF6	17
SSTR3	0
RAC2	1486
CYTH4	165
ELFN2	471
LOC100506271	2
MFNG	33
CARD10	201
CDC42EP1	102
LGALS2	1
GGA1	477
SH3BP1	85
LOC101927051	1
PDXP	226
LGALS1	3471
NOL12	233
TRIOBP	1176
H1F0	1483
GCAT	30
GALR3	0
ANKRD54	119
EIF3L	1089
MICALL1	104
C22orf23	6
POLR2F	1042
SOX10	0
PICK1	43
SLC16A8	0
BAIAP2L2	4
PLA2G6	13
MAFF	537
TMEM184B	581
LOC400927-CSNK1E	1062
CSNK1E	707
LOC400927	0
KCNJ4	4
KDELR3	115
DDX17	1351
DMC1	15
FAM227A	14
CBY1	422
TOMM22	1897
JOSD1	395
GTPBP1	216
SUN2	1388
DNAL4	234
NPTXR	113
CBX6	2986
APOBEC3A	1
APOBEC3A_B	150
APOBEC3B	1
APOBEC3B-AS1	103
APOBEC3C	276
APOBEC3D	79
APOBEC3F	51
APOBEC3G	12
APOBEC3H	0
CBX7	276
PDGFB	14
RPL3	2839
SNORD83B	3
SNORD83A	2
RNU86	0
SNORD43	4
SYNGR1	47
TAB1	157
LOC100506472	16
MGAT3	0
MGAT3-AS1	1
MIEF1	601
ATF4	3735
RPS19BP1	910
CACNA1I	0
ENTHD1	0
GRAP2	11
FAM83F	0
LOC100130899	4
TNRC6B	725
ADSL	889
SGSM3	268
MKL1	164
LOC101927257	2
MCHR1	0
SLC25A17	177
ST13	673
XPNPEP3	121
DNAJB7	4
RBX1	850
EP300	270
EP300-AS1	30
L3MBTL2	91
CHADL	4
RANGAP1	2512
ZC3H7B	434
TEF	66
TOB2	383
PHF5A	395
ACO2	979
POLR3H	1049
CSDC2	0
PMM1	649
DESI1	365
XRCC6	2267
NHP2L1	2299
C22orf46	37
MEI1	5
CCDC134	11
SREBF2	1093
SHISA8	0
TNFRSF13C	0
CENPM	255
LINC00634	0
SEPT3	3
WBP2NL	0
NAGA	75
FAM109B	2
SMDT1	240
NDUFA6	936
NDUFA6-AS1	3
CYP2D6	2
LOC101929829	1
CYP2D7	2
TCF20	404
OGFRP1	0
LINC01315	0
NFAM1	1
SERHL	40
RRP7A	835
SERHL2	17
RRP7BP	105
POLDIP3	1092
RNU12	3
CYB5R3	1337
ATP5L2	598
A4GALT	170
ARFGAP3	276
PACSIN2	222
LOC100506679	4
TTLL1	9
BIK	91
MCAT	139
TSPO	2194
TTLL12	657
SCUBE1	0
MPPED1	0
EFCAB6-AS1	0
EFCAB6	2
SULT4A1	0
PNPLA5	0
PNPLA3	117
SAMM50	341
PARVB	1
PARVG	0
KIAA1644	6
LOC101927526	0
LDOC1L	264
LINC00207	0
LINC00229	0
PRR5	1
PRR5-ARHGAP8	0
ARHGAP8	0
PHF21B	0
NUP50-AS1	41
NUP50	462
KIAA0930	622
UPK3A	0
FAM118A	64
SMC1B	3
RIBC2	4
FBLN1	29
LINC01589	6
ATXN10	458
WNT7B	461
LOC730668	1
LINC00899	15
PRR34	17
PRR34-AS1	264
PPARA	149
CDPF1	37
PKDREJ	2
TTC38	269
GTSE1-AS1	1
GTSE1	689
TRMU	230
CELSR1	54
GRAMD4	25
CERK	230
TBC1D22A	308
TBC1D22A-AS1	15
LL22NC03-75H12.2	0
LINC00898	0
LOC284930	0
FAM19A5	0
LOC284933	0
LINC01310	0
C22orf34	0
BRD1	175
ZBED4	139
ALG12	46
CRELD2	248
PIM3	5018
IL17REL	0
MLC1	0
MOV10L1	0
PANX2	63
TRABD	352
SELO	92
TUBGCP6	37
HDAC10	42
MAPK12	119
MAPK11	68
PLXNB2	342
DENND6B	4
PPP6R2	794
SBF1	586
ADM2	32
MIOX	0
LMF2	238
NCAPH2	927
SCO2	224
TYMP	27
ODF3B	4
KLHDC7B	0
SYCE3	0
CPT1B	96
CHKB-CPT1B	118
CHKB	60
CHKB-AS1	19
MAPK8IP2	0
ARSA	43
SHANK3	8
ACR	1
RPL23AP82	41
RABL2B	235
LOC102723448	0
CHL1	0
CHL1-AS1	0
LINC01266	0
CNTN6	0
CNTN4	0
CNTN4-AS2	0
CNTN4-AS1	0
IL5RA	0
TRNT1	72
CRBN	177
LRRN1	1
SETMAR	22
SUMF1	185
ITPR1-AS1	1
ITPR1	26
EGOT	0
BHLHE40-AS1	6
BHLHE40	108
ARL8B	615
EDEM1	135
GRM7-AS3	0
GRM7	0
GRM7-AS2	0
GRM7-AS1	0
LOC101927394	0
LMCD1-AS1	1
LMCD1	115
LINC00312	27
SSUH2	3
CAV3	0
OXTR	51
RAD18	220
SRGAP3	0
LOC101927416	0
SRGAP3-AS3	0
THUMPD3	274
THUMPD3-AS1	167
SETD5	2772
LHFPL4	69
MTMR14	488
CPNE9	0
BRPF1	424
OGG1	1189
CAMK1	676
TADA3	479
ARPC4	2792
ARPC4-TTLL3	0
TTLL3	83
RPUSD3	388
CIDEC	2
JAGN1	585
IL17RE	115
IL17RC	131
CRELD1	84
PRRT3	69
PRRT3-AS1	28
EMC3	387
EMC3-AS1	514
LOC401052	299
CIDECP	84
FANCD2	197
FANCD2OS	3
BRK1	1890
VHL	1028
IRAK2	72
TATDN2	741
GHRLOS	77
LINC00852	14
GHRL	0
SEC13	2462
ATP2B2	2
ATP2B2-IT2	0
LINC00606	0
SLC6A11	0
SLC6A1	0
SLC6A1-AS1	0
HRH1	372
ATG7	245
VGLL4	260
TAMM41	472
SYN2	0
TIMP4	8
PPARG	130
TSEN2	34
MKRN2OS	0
MKRN2	671
RAF1	734
TMEM40	6
CAND2	7
RPL32	11225
SNORA7A	17
IQSEC1	161
NUP210	140
HDAC11-AS1	0
HDAC11	134
FBLN2	0
LINC00620	0
WNT7A	0
FGD5P1	0
TPRXL	0
CHCHD4	874
TMEM43	370
XPC	185
LSM3	768
LINC01267	0
SLC6A6	471
GRIP2	376
CCDC174	190
C3orf20	0
FGD5	2
FGD5-AS1	566
NR2C2	400
MRPS25	1197
RBSN	504
COL6A4P1	0
CAPN7	257
SH3BP5-AS1	94
SH3BP5	82
METTL6	239
EAF1	174
COLQ	3
HACL1	58
BTD	46
ANKRD28	869
GALNT15	1
DPH3	224
OXNAD1	95
RFTN1	501
LINC00690	0
DAZL	0
PLCL2	96
TBC1D5	108
LOC339862	0
SATB1	57
SATB1-AS1	0
KCNH8	0
EFHB	2
RAB5A	949
PP2D1	1
KAT2B	120
SGOL1	310
SGOL1-AS1	125
LOC101927829	1
VENTXP7	0
ZNF385D	2
ZNF385D-AS1	0
ZNF385D-AS2	0
UBE2E2	233
UBE2E1-AS1	0
UBE2E1	2373
NKIRAS1	117
RPL15	176
NR1D2	412
LINC00691	0
THRB	39
LOC101927854	0
THRB-AS1	0
RARB	6
TOP2B	786
NGLY1	234
OXSM	126
LINC00692	0
LRRC3B	0
NEK10	1
SLC4A7	550
EOMES	4
CMC1	175
AZI2	361
ZCWPW2	3
LINC00693	0
RBMS3-AS3	57
RBMS3	414
RBMS3-AS1	0
TGFBR2	523
GADL1	0
STT3B	1631
OSBPL10	286
OSBPL10-AS1	0
ZNF860	8
GPD1L	348
CMTM8	55
CMTM7	1221
CMTM6	3789
DYNC1LI1	312
CNOT10	89
TRIM71	0
CCR4	0
GLB1	1069
TMPPE	25
CRTAP	1642
SUSD5	74
FBXL2	65
UBP1	577
CLASP2	197
PDCD6IP	1204
LOC101928135	0
ARPP21	0
STAC	64
DCLK3	1
TRANK1	29
EPM2AIP1	1400
MLH1	364
LRRFIP2	711
GOLGA4	2275
C3orf35	5
ITGA9	0
ITGA9-AS1	1
CTDSPL	624
VILL	0
PLCD1	9
DLEC1	25
ACAA1	349
MYD88	96
OXSR1	826
SLC22A13	0
SLC22A14	0
XYLB	28
ACVR2B-AS1	1
ACVR2B	123
EXOG	198
SCN5A	213
SCN10A	0
SCN11A	0
WDR48	229
GORASP1	178
TTC21A	1
CSRNP1	206
XIRP1	0
CX3CR1	0
CCR8	0
SLC25A38	384
RPSA	2386
SNORA6	6
SNORA62	13
MOBP	0
MYRIP	0
EIF1B-AS1	0
EIF1B	270
ENTPD3	6
ENTPD3-AS1	14
RPL14	4318
ZNF619	9
ZNF620	16
ZNF621	63
CTNNB1	5158
ULK4	29
TRAK1	207
CCK	0
LYZL4	0
VIPR1	14
VIPR1-AS1	0
SEC22C	304
SS18L2	441
NKTR	1232
LOC101928323	0
ZBTB47	157
KLHL40	0
HHATL	0
